operator, total count, category (0=domain specific, 1=control flow, 2=file content handling, 3=file handling, 4=code execution (e.g. conda, python, rscript ..), 5=data handling (e.g. wget), 6=misc, 7=noise, 8=under 10 count)
echo, 857, 6
samtools, 773, 0
mkdir, 588, 3
set, 509, 4
python, 495, 4
rm, 457, 3
&1, 391, 7
cut, 386, 2
mv, 378, 3
sed, 351, 2
cat, 344, 2
2, 302, 7
awk, 297, 2
if, 288, 1
Rscript, 285, 4
grep, 259, 2
cd, 258, 3
bcftools, 252, 0
qiime, 250, 0
bedtools, 225, 0
fi, 224, 1
touch, 203, 3
wget, 193, 5
conda, 185, 4
cp, 183, 3
gzip, 177, 5
for, 165, 1
python3, 138, 4
done, 138, 1
export, 135, 4
sort, 132, 2
gatk, 131, 0
perl, 120, 4
bgzip, 118, 5
else, 111, 1
fastqc, 110, 0
bwa, 104, 0
zcat, 103, 5
&2, 101, 7
tr, 100, 2
gunzip, 99, 5
ln, 95, 3
tabix, 94, 0
r, 90, 6
&, 85, 7
module, 85, 4
paste, 83, 2
1, 82, 7
multiqc, 72, 0
exec, 67, 2
R, 67, 6
source, 67, 4
[, 65, 7
pigz, 63, 5
head, 61, 2
wc, 52, 2
STAR, 52, 6
vcftools, 52, 0
uniq, 51, 2
picard, 48, 0
(, 47, 7
do, 47, 1
bash, 47, 6
while, 47, 1
tail, 46, 2
curl, 46, 5
tar, 46, 5
pygna, 45, 6
trim_galore, 41, 0
seqtk, 39, 0
java, 39, 4
&&, 39, 7
bowtie2, 38, 0
tee, 37, 2
minimap2, 35, 0
/, 34, 7
), 33, 7
exit, 33, 6
augur, 32, 0
rbt, 31, 6
/dev/null, 30, 6
+, 30, 7
bedextract, 30, 0
then, 29, 1
salmon, 28, 0
featureCounts, 27, 0
cutadapt, 27, 0
., 26, 7
bowtie2-build, 25, 0
macs2, 25, 0
bamCoverage, 25, 0
elif, 25, 1
hisat2, 24, 0
ls, 24, 6
snakemake, 23, 4
dot, 23, 6
find, 23, 2
bismark_methylation_extractor, 22, 0
checkm, 22, 0
gsutil, 22, 6
md5sum, 22, 6
mmseqs, 22, 0
stringtie, 21, 0
kallisto, 21, 0
plink, 21, 6
git, 20, 6
singularity, 19, 6
mothur, 19, 0
config[VENV_DIR], 19, 6
trimmomatic, 18, 0
cpan, 18, 6
);, 17, 7
$(basename, 16, 7
rsync, 15, 3
infer_experiment.py, 15, 6
bam_stat.py, 15, 0
read_GC.py, 15, 6
plotHeatmap, 15, 6
fastp, 15, 0
biom, 15, 0
abricate, 15, 0
sourmash, 15, 0
done;, 15, 1
gffread, 14, 0
=, 14, 7
sh, 14, 6
diamond, 14, 6
read_distribution.py, 14, 6
true, 14, 6
xargs, 14, 6
pushd, 14, 3
read_duplication.py, 13, 6
computeMatrix, 13, 6
seqkit, 13, 0
g, 13, 7
rio, 13, 6
bismark, 12, 0
metawrap, 12, 0
spades.py, 12, 6
unzip, 12, 5
multiBamSummary, 12, 0
junction_saturation.py, 12, 6
inner_distance.py, 12, 6
printf, 12, 6
NanoPlot, 12, 0
rev, 12, 2
smc++, 12, 6
hamronize, 12, 6
^.*/, 12, 7
L=$(less, 12, 7
], 12, 7
junction_annotation.py, 11, 6
$CAT, 11, 6
pore_c, 11, 0
bwa-mem2, 10, 0
bedGraphToBigWig, 10, 6
gtdbtk, 10, 0
megahit, 10, 0
gffcompare, 10, 0
chmod, 10, 6
zgrep, 10, 5
fi;, 10, 1
/bin/rm, 10, 3
&1;, 10, 7
0, 10, 7
kraken2, 10, 0
sleep, 10, 1
name=$(echo, 10, 7
N=$(less, 10, 7
test, 10, 6
INPUT={input}, 10, 6
cooler, 9, 8
isoseq3, 9, 8
date, 9, 8
imctools, 9, 8
/ilastik-release/bin/python, 9, 8
metabat2, 9, 8
add_descriptions.py, 9, 8
xvfb-run, 9, 8
}}, 9, 8
$len;, 9, 8
reformat.sh, 8, 8
eval, 8, 8
wd=$(pwd), 8, 8
jgi_summarize_bam_contig_depths, 8, 8
docker, 8, 8
ulimit, 8, 8
parallel_cmd=, 8, 8
parallel_cmd=parallel, 8, 8
qualimap, 8, 8
mafft, 8, 8
local, 8, 8
fsampleID=$(echo, 8, 8
var=$(echo, 8, 8
g);, 8, 8
sambamba, 8, 8
OUTPUT={output}, 8, 8
scripts/join_tables.py, 8, 8
UNFINISHED_GENOME, 8, 8
RepeatMasker, 7, 8
rmdir, 7, 8
emapper.py, 7, 8
blastn, 7, 8
plotCorrelation, 7, 8
hisat2-build, 7, 8
header.html;, 7, 8
prodigal, 7, 8
[[, 7, 8
zip, 7, 8
parallel, 7, 8
split, 7, 8
porechop, 7, 8
2.0, 7, 8
bismark_genome_preparation, 7, 8
fpython3, 7, 8
groot, 7, 8
metaphlan, 7, 8
rgi, 7, 8
umi_tools, 7, 8
expIslDir={params.isl_dir}/{wildcards.accession}/{params.organism}, 7, 8
merfishtools, 7, 8
OUTPUT={output.bam}, 7, 8
NanoStat, 7, 8
results_report={params.resultsreport}, 7, 8
.format(**config), 7, 8
scripts/tomat.py, 7, 8
int, 7, 8
float, 7, 8
FILES=$(echo, 7, 8
sortBed, 6, 8
dRep, 6, 8
hmmpress, 6, 8
fasterq-dump, 6, 8
HiC-Pro, 6, 8
iqtree, 6, 8
Attribute, 6, 8
O={output.bam}, 6, 8
sniffles, 6, 8
SURVIVOR, 6, 8
mosdepth, 6, 8
parallel_cmd=$([[, 6, 8
f, 6, 8
canu, 6, 8
function, 6, 8
freebayes, 6, 8
I={input.bam}, 6, 8
30.0, 6, 8
=NF;i++)if($i, 6, 8
m)m=$i;print, 6, 8
CAT=cat;, 6, 8
log, 6, 8
python2, 6, 8
contacts, 6, 8
check_tsv_data_file_not_empty_of_data, 6, 8
sudo, 6, 8
fio, 6, 8
sickle, 6, 8
jupyter, 6, 8
f{{wildcards.model}}, 6, 8
smorfer.sh, 6, 8
prokka, 5, 8
blobtools, 5, 8
hmmscan, 5, 8
Trinity, 5, 8
egrep, 5, 8
CAT, 5, 8
shuf, 5, 8
//g, 5, 8
concoct, 5, 8
fasttree, 5, 8
vsearch, 5, 8
phyloFlash.pl, 5, 8
flye, 5, 8
LC_ALL=C, 5, 8
WC1=$(zcat, 5, 8
WC2=$(zcat, 5, 8
vep, 5, 8
samblaster, 5, 8
prefix={params.output_dir}, 5, 8
0), 5, 8
/data/bin/cellranger-atac, 5, 8
refgenie, 5, 8
ivar, 5, 8
data/tmp, 5, 8
make, 5, 8
sampleID=$(echo, 5, 8
samp=$(echo, 5, 8
models, 5, 8
2]//, 5, 8
sbatch, 5, 8
antsApplyTransforms, 5, 8
geneNameFile=$(, 5, 8
amm, 5, 8
$decoratedFile.swp, 5, 8
decoratedFileLength=$(wc, 5, 8
decorate_if_exists, 5, 8
CREATE_INDEX=true, 5, 8
Trinotate, 5, 8
julia, 5, 8
Fasta_to_Scaffolds2Bin.sh, 5, 8
ktImportText, 5, 8
annotation={params[0]}, 5, 8
annotation={params[2]}, 5, 8
coverage2cytosine, 5, 8
Min, 5, 8
f{{wildcards.dataset}}, 5, 8
pbmm2, 4, 8
repair.sh, 4, 8
prefetch, 4, 8
dmesg, 4, 8
sample=$(echo, 4, 8
contigtax, 4, 8
taxmapper, 4, 8
check_directory, 4, 8
\t, 4, 8
mem_per_job=$(expr, 4, 8
!DOCTYPE, 4, 8
Filter, 4, 8
I={input}, 4, 8
fastq-dump, 4, 8
20, 4, 8
temp.html;, 4, 8
delly, 4, 8
gtf2bed, 4, 8
$0, 4, 8
lra, 4, 8
megalodon, 4, 8
/p;2~4p, 4, 8
0){{print, 4, 8
bbduk.sh, 4, 8
mawk, 4, 8
scripts/summarize-table.py, 4, 8
DIRNAME=$(mktemp, 4, 8
\tsmc++, 4, 8
./{input.bin}, 4, 8
numactl, 4, 8
vt, 4, 8
input_accessions={input.accessions}, 4, 8
multiBigwigSummary, 4, 8
NanoFilt, 4, 8
sys.path[0], 4, 8
40.0, 4, 8
&2), 4, 8
GTDBTK_DATA_PATH={GTDBTK_DATA_PATH}, 4, 8
callpeak, 4, 8
../../{output.vcf}, 4, 8
init_template, 4, 8
reg_to_template, 4, 8
